Text,Class
Find the name and description of a specific project.,DB
Retrieve all projects with enabled status.,DB
Get the total number of projects.,DB
Show all admins associated with a particular project.,DB
Find projects created after a specific date.,DB
Retrieve the type and URL of all projects.,DB
List all projects without an avatar.,DB
Find the administrators associated with a specific project.,DB
Get the unique company ID for a specific project.,DB
Find the latest project created.,DB
Retrieve all admins linked to projects.,DB
Show all projects of a particular type.,DB
Get the project IDs associated with a specific admin.,DB
List all projects related to a specific company.,DB
Find projects last updated on a specific date.,DB
Show all projects that are not enabled.,DB
Find the project lead administrator for a specific project.,DB
Count the total number of admin-project associations.,DB
List all training templates.,DB
Find the description of a specific training template.,DB
Retrieve all enabled training templates.,DB
Get the total number of training templates.,DB
Show all documents with a specific MIME type.,DB
Find documents created after a specific date.,DB
Retrieve the size and extension of all documents.,DB
List all documents with a specific file extension.,DB
Find the training template associated with a specific file.,DB
Get the MIME type of a specific document.,DB
Find documents last updated on a specific date.,DB
Show all enabled training templates with their titles.,DB
Retrieve the node_ref of the document with a specific name.,DB
List all documents with a size greater than a specific value.,DB
Find the training template associated with a specific thumbnail.,DB
Count the total number of documents.,DB
Show all training templates related to phishing.,DB
Find documents with a specific node reference.,DB
Get the original names of all documents.,DB
Retrieve the duration of a specific document.,DB
List all campaign logs.,DB
Find the caught users for a specific campaign log.,DB
Retrieve all enabled campaign logs.,DB
Get the total number of campaign logs.,DB
Show all campaigns with a custom template.,DB
Find campaigns created after a specific date.,DB
Retrieve the type and owner of all campaigns.,DB
List all campaigns with a specific status.,DB
Find the campaign associated with a specific campaign log.,DB
Get the subject of a specific campaign.,DB
Find campaigns that are scheduled.,DB
Show all enabled campaigns with their names.,DB
Retrieve the owner of a campaign with a specific name.,DB
List all campaigns with reminders enabled.,DB
Find the campaign execution status for a specific campaign.,DB
Get the campaign launch status for all campaigns.,DB
Show all campaigns related to a specific project.,DB
Find campaigns executed after a specific date and time.,DB
Count the total number of campaigns with custom templates.,DB
Retrieve the timezone for a specific campaign.,DB
List all administrators.,DB
Find the first and last names of a specific administrator.,DB
Retrieve all enabled administrator accounts.,DB
Get the total number of administrators.,DB
Show all administrators with super admin privileges.,DB
Find administrators created after a specific date.,DB
Retrieve the job roles of all administrators.,DB
List all administrators in a specific company.,DB
Find administrators with a specific role.,DB
Get the email addresses of all administrators.,DB
Show all administrators with activated accounts.,DB
Retrieve the usernames of administrators with super admin privileges.,DB
List all companies in a specific country.,DB
Find companies belonging to a specific industry.,DB
Get the names of all companies.,DB
Show all companies with more than a specific number of employees.,DB
Find companies located in a specific state.,DB
Retrieve the ZIP codes of all companies.,DB
List all administrators with their associated companies.,DB
Find the administrator with a specific email address.,DB
Get the company size for a specific company.,DB
List all training hubs.,DB
Find the creation timestamp of a specific training hub.,DB
Retrieve all enabled training hubs.,DB
Get the total number of training hubs.,DB
Show all training hubs with training templates.,DB
Find training hubs created after a specific date.,DB
Retrieve the description of all training videos.,DB
List all training videos with unique names.,DB
Find the training hub associated with a specific video.,DB
Get the poster ID for a specific training video.,DB
Find training videos with a specific description.,DB
Show all enabled training hubs with their IDs.,DB
Retrieve the names of all training videos.,DB
List all training videos with a specific poster ID.,DB
Find training hubs with videos associated with a specific document ID.,DB
Count the total number of training videos.,DB
Show all training hubs with videos related to a specific document.,DB
Find the training hub with a specific creation timestamp.,DB
Get the IDs of training videos with a specific name.,DB
Retrieve the update timestamp of a specific training hub.,DB
List all email templates.,DB
Find the description of a specific email template.,DB
Retrieve all enabled email templates.,DB
Get the total number of email templates.,DB
Show all email templates with a specific industry.,DB
Find email templates created after a specific date.,DB
Retrieve the titles of all email templates.,DB
List all email templates with a specific compromise rate.,DB
Find the email template associated with a specific technique.,DB
Get the brand of a specific email template.,DB
Find email templates with a specific source.,DB
Show all enabled email templates with their subjects.,DB
Retrieve the themes of all email templates.,DB
List all email templates with a specific subject.,DB
Find email templates with thumbnails linked to specific documents.,DB
Count the total number of attack techniques.,DB
Show all email templates with themes related to a specific industry.,DB
Find the attack technique with a specific name.,DB
Get the icons associated with all attack techniques.,DB
Retrieve the names of all attack techniques.,DB
List all email templates with specific file paths.,DB
List all email templates.,DB
Find the description of a specific email template.,DB
Retrieve all enabled email templates.,DB
Get the total number of email templates.,DB
Show all email templates with a specific industry.,DB
Find email templates created after a specific date.,DB
Retrieve the titles of all email templates.,DB
List all email templates with a specific compromise rate.,DB
Find the email template associated with a specific technique.,DB
Get the brand of a specific email template.,DB
Find email templates with a specific source.,DB
Show all enabled email templates with their subjects.,DB
Retrieve the themes of all email templates.,DB
List all email templates with a specific subject.,DB
Find email templates with thumbnails linked to specific documents.,DB
Count the total number of documents.,DB
Show all email templates with themes related to a specific industry.,DB
Find the document with a specific node reference.,DB
Get the original names of all documents.,DB
List all documents with a size greater than a specific value.,DB
Find the document associated with a specific path.,DB
Retrieve the duration of a specific document.,DB
List all administrators.,DB
Find the first and last names of a specific administrator.,DB
Retrieve all enabled administrator accounts.,DB
Get the total number of administrators.,DB
Show all administrators with super admin privileges.,DB
Find administrators created after a specific date.,DB
Retrieve the job roles of all administrators.,DB
List all administrators in a specific company.,DB
Find administrators with a specific role.,DB
Get the email addresses of all administrators.,DB
Show all administrators with activated accounts.,DB
Retrieve the usernames of administrators with super admin privileges.,DB
List all roles.,DB
Find the role with a specific name.,DB
Get the names of all roles.,DB
Show all administrators with their associated roles.,DB
Find the administrator with a specific email address.,DB
Get the role name for a specific administrator.,DB
Retrieve the activation status of a specific administrator.,DB
Find administrators with a specific phone number.,DB
List all training videos.,DB
Find the creation timestamp of a specific training video.,DB
Retrieve all enabled training videos.,DB
Get the total number of training videos.,DB
Show all training videos with a specific name.,DB
Find training videos created after a specific date.,DB
Retrieve the descriptions of all training videos.,DB
List all training videos with unique names.,DB
Find the training video associated with a specific poster ID.,DB
Get the poster ID for a specific training video.,DB
Show all enabled training videos with their descriptions.,DB
Retrieve the names of all training videos.,DB
List all training videos with specific MIME types.,DB
Find training videos with a specific file path.,DB
Show all training videos with durations greater than a specific value.,DB
Find training videos associated with specific documents by node reference.,DB
Count the total number of documents.,DB
Show all training videos with paths containing a specific substring.,DB
Find the training video with a specific unique name.,DB
Get the file extensions of all training videos.,DB
Retrieve the IDs of training videos with a specific duration.,DB
List all campaigns.,DB
Find the name and subject of a specific campaign.,DB
Retrieve all enabled campaigns.,DB
Get the total number of campaigns.,DB
Show all campaigns with custom templates.,DB
Find campaigns created after a specific date.,DB
Retrieve the owners of all campaigns.,DB
List all campaigns with a specific status.,DB
Find campaigns associated with a specific project.,DB
Get the email profile ID for a specific campaign.,DB
Show all campaigns with reminders enabled.,DB
Retrieve the names of all campaigns.,DB
List all campaigns with a specific execution status.,DB
Find campaigns scheduled after a specific timestamp.,DB
Get the techniques used in all campaigns.,DB
Show all campaigns with auto-training enabled.,DB
Retrieve the types of all campaigns.,DB
List all email profiles.,DB
Find the email profile associated with a specific campaign.,DB
Get the passwords for all email profiles.,DB
Show all campaigns with launched status.,DB
List all users.,DB
Find the first and last names of a specific user.,DB
Retrieve all enabled user accounts.,DB
Get the total number of users.,DB
Show all users in a specific company.,DB
Find users created after a specific date.,DB
Retrieve the roles of all users.,DB
List all users with specific roles.,DB
Find users with a specific email address.,DB
Get the last names of all users.,DB
Show all users with compromised status.,DB
Retrieve the first names of all users.,DB
List all users who are offended.,DB
Find users associated with a specific project.,DB
Get the user ID for a specific email address.,DB
Show all users who are simulated.,DB
Retrieve the company names of all users.,DB
List all users in a specific country.,DB
Find users with specific ZIP codes.,DB
Get the sizes of all companies where users are employed.,DB
Show all users with their associated projects.,DB
List all administrator-project associations.,DB
Find the administrators associated with a specific project.,DB
Retrieve all enabled projects.,DB
Get the total number of projects.,DB
Show all projects with specific types.,DB
Find projects created after a specific date.,DB
Retrieve the descriptions of all projects.,DB
List all projects with specific project leads.,DB
Find projects associated with a specific company.,DB
Get the project names and URLs for all projects.,DB
Show all projects with unique company associations.,DB
Retrieve the names of all administrators associated with a specific project.,DB
List all projects with specific descriptions.,DB
Find projects with specific avatar URLs.,DB
Show all projects with unique project lead associations.,DB
Retrieve the types of all projects.,DB
List all administrators associated with a specific project type.,DB
Find projects with a specific project lead.,DB
Get the project IDs for all projects with enabled statuses.,DB
Show all administrators associated with multiple projects.,DB
List all groups.,DB
Find the name and description of a specific group.,DB
Retrieve all enabled groups.,DB
Get the total number of groups.,DB
Show all groups in a specific project.,DB
Find groups created after a specific date.,DB
Retrieve the names of all groups.,DB
List all groups with specific descriptions.,DB
Find groups associated with a specific project type.,DB
Get the group names and descriptions for all groups.,DB
Show all groups with unique project associations.,DB
Retrieve the descriptions of all groups.,DB
List all groups with unique company associations.,DB
Find groups with specific names.,DB
Show all groups associated with a specific company.,DB
Retrieve the IDs of all groups with enabled statuses.,DB
List all groups with unique project lead associations.,DB
Find groups with specific avatars.,DB
Get the project IDs for all groups with specific descriptions.,DB
Show all groups created before a specific timestamp.,DB
Retrieve the types of all projects associated with groups.,DB
List all administrators.,DB
Find the first and last names of a specific administrator.,DB
Retrieve all enabled administrator accounts.,DB
Get the total number of administrators.,DB
Show all administrators with specific job roles.,DB
Find administrators created after a specific date.,DB
Retrieve the usernames of all administrators.,DB
List all administrators who are super admins.,DB
Find administrators with specific email addresses.,DB
Get the last names of all administrators.,DB
Show all administrators who are activated.,DB
Retrieve the company IDs of all administrators.,DB
List all administrators with specific phone numbers.,DB
Find administrators with specific usernames.,DB
Get the IDs of all administrators with super admin status.,DB
Show all administrators associated with a specific company.,DB
Retrieve the email addresses of all administrators.,DB
List all administrators with unique role associations.,DB
Find administrators with specific verification times.,DB
Get the job roles of all administrators.,DB
List all training templates.,DB
Find the descriptions and titles of specific training templates.,DB
Retrieve all enabled training templates.,DB
Get the total number of training templates.,DB
Show all training templates with specific descriptions.,DB
Find training templates created after a specific date.,DB
Retrieve the titles of all training templates.,DB
List all training templates related to phishing.,DB
Find training templates with specific titles.,DB
Get the IDs of all training templates with enabled statuses.,DB
Show all training templates with unique thumbnail image references.,DB
Retrieve the descriptions of all training templates.,DB
List all training templates with specific file path IDs.,DB
Find training templates associated with specific document types.,DB
Show all training templates with unique document node references.,DB
Retrieve the IDs of all training templates with phishing content.,DB
List all training templates with specific thumbnail image IDs.,DB
Find training templates associated with specific file extensions.,DB
Get the titles and descriptions of training templates.,DB
Show all training templates with unique original document names.,DB
List all users.,DB
Find the first and last names of a specific user.,DB
Retrieve all enabled user accounts.,DB
Get the total number of users.,DB
Show all users with specific email addresses.,DB
Find users created after a specific date.,DB
Retrieve the first names of all users.,DB
List all users who are offended.,DB
Find users with specific last names.,DB
Get the IDs of all users with enabled statuses.,DB
Show all users associated with a specific company.,DB
Retrieve the last names of all users.,DB
List all users who are compromised.,DB
Find users with specific first names.,DB
Get the role IDs of all users.,DB
Show all users associated with a specific project.,DB
Retrieve the IDs of all users with simulated status.,DB
List all users with unique company associations.,DB
Find users with specific email addresses and compromised status.,DB
Get the first and last names of users.,DB
Show all users associated with specific groups.,DB
Retrieve the email addresses of all users.,DB
List all campaign email templates.,DB
Find the custom templates of specific campaign email templates.,DB
Retrieve all enabled campaign email templates.,DB
Get the total number of campaign email templates.,DB
Show all campaign email templates with specific custom templates.,DB
Find campaign email templates created after a specific date.,DB
Retrieve the titles of all email templates.,DB
List all campaign email templates with specific campaign IDs.,DB
Find campaign email templates associated with specific email template IDs.,DB
Get the IDs of all campaign email templates with enabled statuses.,DB
Show all campaign email templates with unique campaign IDs.,DB
Retrieve the descriptions of all email templates.,DB
List all campaign email templates with specific custom templates and campaign IDs.,DB
Find campaign email templates associated with specific attack techniques.,DB
Show all campaign email templates with unique email template IDs.,DB
Retrieve the titles and descriptions of email templates.,DB
List all campaign email templates with specific compromise rates.,DB
Find campaign email templates associated with specific brands.,DB
Get the custom templates and email template IDs of campaign email templates.,DB
Show all campaign email templates with unique subject lines.,DB
List all user-group associations.,DB
Find the users belonging to specific groups.,DB
Retrieve all enabled user-group associations.,DB
Get the total number of user-group associations.,DB
Show all user-group associations with specific users.,DB
Find user-group associations created after a specific date.,DB
Retrieve the group IDs of all user-group associations.,DB
List all user-group associations with specific groups.,DB
Find user-group associations associated with specific users.,DB
Get the user IDs of all user-group associations.,DB
Show all user-group associations with unique user IDs.,DB
Retrieve the descriptions of all groups.,DB
List all user-group associations with specific created dates.,DB
Find user-group associations associated with specific groups.,DB
Get the project IDs associated with specific groups.,DB
Show all user-group associations with unique group IDs.,DB
Retrieve the names of all groups.,DB
List all user-group associations with specific user and group combinations.,DB
Find user-group associations associated with specific project IDs.,DB
List all users associated with specific campaigns.,DB
Find the campaigns in which specific users participated and were caught.,DB
Retrieve all enabled campaigns.,DB
Get the total number of users in campaigns.,DB
Show all users who completed training in specific campaigns.,DB
Find campaigns created after a specific date.,DB
Retrieve the campaign IDs of all user-campaign associations.,DB
List all users who were caught in campaigns and opened campaign emails.,DB
Find campaigns associated with specific users and training in progress.,DB
Get the user IDs of all users in campaigns.,DB
Show all users who completed training in campaigns with enabled statuses.,DB
Retrieve the names of all campaigns.,DB
List all users in campaigns with specific caught and trained statuses.,DB
Find campaigns associated with specific training IDs.,DB
Get the campaign IDs of all user-campaign associations with training sent.,DB
Show all users who completed training in campaigns with training sent.,DB
Retrieve the names and owners of campaigns.,DB
List all users who were caught in campaigns with specific campaign and user combinations.,DB
Find campaigns associated with specific project IDs.,DB
List all administrators associated with specific groups.,DB
Find the groups to which specific administrators belong.,DB
Retrieve all enabled groups.,DB
Get the total number of administrators in specific groups.,DB
Show all administrators associated with specific projects.,DB
Find groups created after a specific date.,DB
Retrieve the group IDs of all administrator-group associations.,DB
List all administrators associated with specific groups and projects.,DB
Find administrators associated with specific projects and groups.,DB
Get the administrator IDs of all administrator-group associations.,DB
Show all administrators who belong to groups with enabled statuses.,DB
Retrieve the names of all groups.,DB
List all administrators who belong to groups with specific descriptions.,DB
Find groups associated with specific administrators and projects.,DB
Get the project IDs associated with specific groups.,DB
Show all administrators who belong to groups with unique group IDs.,DB
Retrieve the descriptions of all groups.,DB
List all administrators who belong to groups with specific names.,DB
Find groups associated with specific administrator IDs.,DB
List all offended techniques in a specific project.,DB
Find the count of offenses for a specific technique in a project.,DB
Retrieve all enabled attack techniques.,DB
Get the total number of offended techniques.,DB
Show all offended techniques with a count greater than a specific value.,DB
Find techniques created after a specific date.,DB
Retrieve the technique IDs of all offended technique entries.,DB
List all offended techniques in a specific project with counts.,DB
Find the names of all enabled attack techniques.,DB
Get the project IDs associated with specific offended techniques.,DB
Show all offended techniques with unique IDs.,DB
Retrieve the descriptions of all attack techniques.,DB
List all offended techniques with counts greater than specific values.,DB
Find techniques associated with specific project IDs and count values.,DB
Get the count of offenses for a specific technique in projects.,DB
Show all offended techniques with specific names.,DB
Retrieve the names of attack techniques with unique names.,DB
List all offended techniques associated with specific attack technique IDs.,DB
Find the project IDs associated with specific offended techniques.,DB
List all training templates associated with a specific training hub.,DB
Find the training hub that has specific training templates.,DB
Retrieve all enabled training hubs.,DB
Get the total number of training hubs.,DB
Show all training hubs with training templates.,DB
Find training hubs created after a specific date.,DB
Retrieve the training hub IDs associated with specific templates.,DB
List all training templates associated with specific training hubs.,DB
Find training hubs associated with specific training templates.,DB
Get the template IDs of all training hub-template associations.,DB
Show all training hubs with unique IDs.,DB
Retrieve the descriptions of all training hubs.,DB
List all training hubs with specific conditions on training templates.,DB
Find training hubs associated with specific IDs and conditions.,DB
Get the video IDs associated with specific training hubs.,DB
Show all training hubs with specific attributes.,DB
Retrieve the names of training templates associated with a training hub.,DB
List all training hubs associated with specific template IDs.,DB
List all offended techniques in a specific project.,DB
Find the count of offenses for a specific technique in a project.,DB
Retrieve all enabled projects.,DB
Get the total number of projects.,DB
Show all projects with avatars.,DB
Find projects created after a specific date.,DB
Retrieve the project IDs associated with specific techniques.,DB
List all projects associated with specific project lead IDs.,DB
Find projects with unique names.,DB
Get the count of offenses for specific techniques in projects.,DB
Show all projects with specific types.,DB
Retrieve project descriptions with unique values.,DB
List all projects associated with specific company IDs.,DB
Find projects with avatars and specific types.,DB
Get the project IDs associated with specific descriptions.,DB
Show all offended techniques with specific counts.,DB
Retrieve the names of all projects.,DB
List all projects associated with specific company IDs and types.,DB
Find projects with unique avatars.,DB
Get the count of offenses for a specific technique in projects.,DB
List all users in a specific project.,DB
Find the user's information by their email.,DB
Retrieve all enabled users.,DB
Get the total number of users.,DB
Show all users with compromised status.,DB
Find users created after a specific date.,DB
Retrieve the user IDs associated with specific roles.,DB
List all users associated with specific project IDs.,DB
Find users with unique first names.,DB
Get the offended status of users with specific IDs.,DB
Show all users with specific roles.,DB
Retrieve user last names with unique values.,DB
List all users associated with specific company IDs.,DB
Find users with compromised status and specific roles.,DB
Get the project IDs associated with specific user IDs.,DB
Show all users with specific attributes.,DB
Retrieve the first names of all users.,DB
List all users associated with specific company IDs and roles.,DB
Find users with compromised status and unique last names.,DB
Get the user IDs of compromised users.,DB
List all campaigns with a custom template.,DB
Find campaigns with a specific status.,DB
Retrieve campaigns executed after a certain date.,DB
Get the names of all campaigns.,DB
Show all campaigns associated with a specific project ID.,DB
Find campaigns with reminders enabled.,DB
Get the campaign IDs with automatic training.,DB
List all campaigns associated with a specific email profile ID.,DB
Find campaigns with a specific type and launched status.,DB
Retrieve the campaign IDs with a specific technique ID.,DB
Show all campaigns scheduled for a particular timezone.,DB
Find campaigns with reminders and a specific frequency.,DB
Get the campaign owner names for campaigns with custom templates.,DB
Retrieve campaigns that are not scheduled.,DB
List all campaigns associated with a specific project ID and type.,DB
Find campaigns executed within a specific timeframe.,DB
Get the campaign names associated with specific email profiles.,DB
Show all campaigns with automatic training and no reminders.,DB
Retrieve the campaign IDs associated with a specific project ID and type.,DB
Find all users who were caught in a campaign.,DB
Retrieve the user IDs who were trained.,DB
Show all users who have not been compromised.,DB
Get the user email addresses that were sent a campaign.,DB
List users who have been simulated.,DB
Find users who opened a campaign and were caught.,DB
Retrieve the user IDs who have not been trained.,DB
Get the user details for those who have been offended.,DB
Show users who have not been sent a campaign.,DB
List all users who are associated with a specific project ID.,DB
Find users who are not compromised and have not been trained.,DB
Retrieve the user IDs who have not been caught.,DB
Get the user email addresses for those who have been sent training.,DB
Show users who have been trained and are currently in training.,DB
List all users associated with a specific company ID.,DB
Find users who have been compromised and are offended.,DB
Retrieve the user IDs for those who have been simulated and offended.,DB
Get the user details for users who have been trained but not caught.,DB
Show users who have been compromised and are associated with a project.,DB
Find all campaign names and their owners.,DB
Retrieve the campaign IDs with scheduled reminders.,DB
Show the names of campaigns executed after a certain timestamp.,DB
Get the campaign subjects and their associated attack techniques.,DB
List campaigns that are not enabled.,DB
Find campaigns that have custom templates and are scheduled.,DB
Retrieve the campaign IDs with auto-training enabled.,DB
Show the names of campaigns with a specific status.,DB
Get campaign IDs and their corresponding project IDs.,DB
List campaigns that have not been launched.,DB
Find campaigns that belong to a specific project.,DB
Retrieve the campaign names that use a custom template.,DB
Show campaigns executed within a certain timezone.,DB
Get campaign names that are not associated with attack techniques.,DB
Find campaigns that have reminders with a specific frequency.,DB
Retrieve the campaign IDs that were last updated.,DB
Show the names of campaigns with owners whose names start with 'A'.,DB
Get campaign IDs that do not have associated email profiles.,DB
List campaigns executed before a certain timestamp.,DB
Find campaigns that are scheduled but not launched.,DB
Find all training video names and their descriptions.,DB
Retrieve the IDs of training videos with a specific poster.,DB
Show the names of training videos with a certain file extension.,DB
Get the names of training videos with a duration greater than 60.,DB
List training videos that are not enabled.,DB
Find training videos with a specific MIME type.,DB
Retrieve training video IDs with unique names.,DB
Show the descriptions of training videos with certain file sizes.,DB
Get training video IDs that were last updated.,DB
Find training videos with specific file paths.,DB
List training videos with no associated documents.,DB
Retrieve training video names that are not enabled.,DB
Show the names of training videos that are not unique.,DB
Get training video IDs with descriptions containing 'tutorial'.,DB
Find training videos created after a specific timestamp.,DB
Retrieve training video names with certain poster IDs.,DB
Get training video IDs with descriptions containing 'demo'.,DB
Show the names of training videos with a certain file extension.,DB
List training videos with unique original names.,DB
Find training videos that are associated with documents.,DB
Find all email templates with their titles and subjects.,DB
Retrieve the IDs of email templates with a specific technique.,DB
Show the titles of email templates with a certain compromise rate.,DB
Get the descriptions of email templates with specific file paths.,DB
List email templates that are not enabled.,DB
Find email templates with a specific MIME type.,DB
Retrieve email template IDs with unique subjects.,DB
Show the descriptions of email templates with a certain brand.,DB
Get email template IDs that were last updated.,DB
Find email templates with specific file extensions.,DB
List email templates with no associated documents.,DB
Retrieve email template titles that are not enabled.,DB
Show the titles of email templates that are not unique.,DB
Get email template IDs with descriptions containing 'tutorial'.,DB
Find email templates created after a specific timestamp.,DB
Retrieve email template titles with certain brands.,DB
Get email template IDs with descriptions containing 'demo'.,DB
Show the titles of email templates with a certain file extension.,DB
List email templates with unique original names.,DB
Find email templates that are associated with documents.,DB
Retrieve all verification tokens with their values and expiration.,DB
Get the IDs of verification tokens with a specific user ID.,DB
Show the types of verification tokens that are expired.,DB
Find verification tokens with a specific type and user ID.,DB
List verification tokens that are not expired.,DB
Get the values of verification tokens with a specific type.,DB
Retrieve verification token IDs for a specific user.,DB
Show the types of verification tokens that are not expired.,DB
Get verification tokens with specific values.,DB
Find verification tokens that are associated with a user.,DB
List verification tokens with unique types.,DB
Retrieve verification tokens with specific types and values.,DB
Get verification token IDs that were last updated.,DB
Find verification tokens with values containing 'xyz'.,DB
Show the types of verification tokens associated with a user.,DB
Get verification token IDs that are not associated with users.,DB
Retrieve verification token values for a specific user.,DB
Find verification tokens created after a specific timestamp.,DB
List verification tokens associated with administrators.,DB
Get verification token IDs with types not equal to 4.,DB
Show the types of verification tokens associated with administrators.,DB
Retrieve the names of all projects.,DB
Find the project description for a specific project.,DB
Show the types of projects available.,DB
List all projects with their avatars.,DB
Get the project lead IDs for each project.,DB
Find projects with a specific project lead ID.,DB
Retrieve projects in a specific country.,DB
List projects ordered by their creation date.,DB
Show project IDs for projects in the 'Technology' industry.,DB
Get the project names that are enabled.,DB
Find projects with descriptions containing the word 'research.',DB
Retrieve the project types for a specific company.,DB
List projects with unique company IDs.,DB
Show the countries where companies are based for each project.,DB
Get the project names with unique ZIP codes.,DB
Find projects that have a project lead assigned.,DB
Retrieve projects with specific names and types.,DB
Show the project lead IDs for projects in a specific state.,DB
Get the project names for projects with a specific company ID.,DB
Find projects that were last updated.,DB
List projects with their descriptions and avatars for enabled projects.,DB
Retrieve the names of all campaigns.,DB
Find the campaign type for a specific campaign.,DB
Show the campaign owners for all campaigns.,DB
List all projects with their names and types.,DB
Get the campaign IDs that are scheduled.,DB
Find campaigns with a specific project ID.,DB
Retrieve campaigns in a specific timezone.,DB
List campaigns ordered by their creation date.,DB
Show the campaign subjects for campaigns with custom templates.,DB
Get the project lead IDs for each project.,DB
Find campaigns with a specific technique ID.,DB
Retrieve campaigns with specific reminder settings.,DB
List campaigns that are not auto-training.,DB
Show the campaign names with a particular owner.,DB
Get the campaign names that were last updated.,DB
Find campaigns with a specific email profile ID.,DB
Retrieve campaigns with a certain status.,DB
List campaigns launched after a specific date.,DB
Show campaigns associated with a particular attack technique.,DB
Get the campaign names with unique project IDs.,DB
Retrieve the names of all users.,DB
Find the role names for all roles.,DB
List all users along with their email addresses.,DB
Get the user IDs that are currently enabled.,DB
Find users with specific role IDs.,DB
Retrieve users with a specific project ID.,DB
Show users who are part of a simulated scenario.,DB
Get the email addresses of users in a specific project.,DB
List users ordered by their creation date.,DB
Find users who have not been compromised.,DB
Retrieve users who are offended.,DB
Show users with a specific role name.,DB
Get the user IDs for users who have been compromised.,DB
Find users belonging to a specific company.,DB
List users based on their last update timestamp.,DB
Show users with a specific email address.,DB
Get the number of users with each unique role.,DB
Find users who are both enabled and not part of a simulated scenario.,DB
Retrieve users associated with a particular company and project.,DB
List users with their role names.,DB
Retrieve a list of users who participated in a specific campaign.,DB
Find users who have been caught in any campaign.,DB
List campaigns in which a particular user participated.,DB
Get a count of users who have opened campaign emails.,DB
Show users who have not been trained in any campaign.,DB
Retrieve a list of users who are currently undergoing training.,DB
Find users who have completed their training.,DB
Get the campaign IDs for campaigns where a particular user is caught.,DB
List campaigns that have custom training templates.,DB
Show users who have been sent campaign emails.,DB
Retrieve a list of users who have participated in multiple campaigns.,DB
Find campaigns that do not have custom training templates.,DB
Get users who have not been caught or opened campaign emails.,DB
List campaigns in which a particular user is undergoing training.,DB
Show users who have been caught and trained in any campaign.,DB
Retrieve a list of users who have participated in campaigns with reminders.,DB
Find campaigns that have no users undergoing training.,DB
Get users who have not been sent campaign emails.,DB
List campaigns in which a particular user has been caught.,DB
Show users who have not participated in any campaign.,DB
Retrieve email templates associated with a specific campaign.,DB
Find campaigns that have custom email templates.,DB
List campaigns that are currently scheduled.,DB
Get email templates associated with a particular campaign.,DB
Show campaigns that have been executed.,DB
Retrieve the email template ID used in a specific campaign.,DB
List campaigns that are not scheduled.,DB
Find email templates that are custom and enabled.,DB
Get the owner of a specific campaign.,DB
Show campaigns that have reminders enabled.,DB
Retrieve campaigns that have custom templates and are launched.,DB
Find email templates associated with campaigns owned by a specific user.,DB
List campaigns that are not executed.,DB
Get the campaign ID for a specific email template.,DB
Show campaigns that are not enabled.,DB
Retrieve email templates that are not associated with any campaign.,DB
Find campaigns that do not have custom templates.,DB
Get campaigns that have custom templates and are enabled.,DB
List email templates associated with campaigns that have reminders.,DB
Show campaigns that are launched and have custom templates.,DB
Retrieve the email profile for a specific project.,DB
Find projects that have an associated email profile.,DB
List email profiles that are currently enabled.,DB
Get the email profile username for a specific project.,DB
Show projects that are not currently enabled.,DB
Retrieve the email profile password for a specific project.,DB
List projects that do not have an associated email profile.,DB
Find email profiles that use a specific email server.,DB
Get the project name associated with a particular email profile.,DB
Show projects that belong to a specific company.,DB
Retrieve the email profile port for a specific project.,DB
Find projects that have a specific project lead.,DB
Get the project ID for a specific email profile.,DB
List email profiles that use a specific email protocol.,DB
Show projects that have a unique company reference.,DB
Retrieve the project description associated with a particular email profile.,DB
Find email profiles that have a specific email address.,DB
Get the project type for a specific project.,DB
Show projects that do not have an associated company.,DB
Retrieve the email profile name for a specific project.,DB
List all administrators who are super admins.,DB
Find all administrators who are not currently enabled.,DB
Retrieve the email address of a specific admin by their username.,DB
Show administrators who belong to a specific company.,DB
Get the full name and job role of an admin by their ID.,DB
Find all administrators who have not been activated.,DB
List administrators and their associated projects.,DB
Get the username and phone number of a specific admin by their email.,DB
Retrieve all administrators' first and last names.,DB
Show administrators who are associated with a specific role.,DB
Find administrators who have a specific job role.,DB
List administrators who are enabled and belong to a particular company.,DB
Get the email address and activation status of a specific admin by their ID.,DB
Retrieve administrators who have been verified within a specific time frame.,DB
Show administrators who have not been verified yet.,DB
Find administrators who have a unique email address.,DB
List administrators who are not super admins and belong to a company.,DB
Get the last update timestamp for a specific admin by their username.,DB
Retrieve administrators who have the same first name.,DB
Show administrators who have not set a phone number.,DB
Find all blob triggers associated with a specific scheduler.,DB
Retrieve the trigger state for a specific trigger by its name and group.,DB
List all triggers that have a misfire instruction defined.,DB
Show trigger details for a specific scheduler and trigger name.,DB
Get the description of a specific trigger by its name and group.,DB
Retrieve all triggers associated with a specific job.,DB
Find triggers with a specific trigger type.,DB
List triggers with a specific trigger state.,DB
Show triggers with a specific priority.,DB
Get the next fire time for a specific trigger.,DB
Retrieve triggers that have an associated calendar.,DB
Find triggers that have a specific job data.,DB
List all triggers that are currently in a specific trigger state.,DB
Show triggers with a specific misfire instruction.,DB
Get the previous fire time for a specific trigger.,DB
Retrieve triggers that are scheduled to end before a certain time.,DB
Find triggers that have a specific next fire time and trigger state.,DB
List triggers with a specific trigger group.,DB
Show triggers with a specific scheduler name.,DB
Retrieve triggers that are associated with a specific job and job group.,DB
Find all cron triggers associated with a specific scheduler.,DB
